game_id,team,inning,score
13,1,5,0
13,0,6,2
13,1,6,0
13,0,7,0
13,1,7,1
13,0,8,0
13,1,8,0
13,0,9,1
13,1,9,0
14,0,1,0
14,1,1,0
14,0,2,0
14,1,2,0
14,0,3,0
14,1,3,0
14,0,4,0
14,1,4,0
14,0,5,2
14,1,5,1
14,0,6,1
14,1,6,1
14,0,7,0
14,1,7,0
14,0,8,0
14,1,8,0
14,0,9,0
14,1,9,0
15,0,1,0
15,1,1,0
15,0,2,2
15,1,2,1
15,0,3,0
15,1,3,0
15,0,4,0
15,1,4,0
15,0,5,0
15,1,5,0
15,0,6,0
15,1,6,0
15,0,7,0
15,1,7,0
15,0,8,3
15,1,8,0
15,0,9,1
15,1,9,0
16,0,1,0
16,1,1,0
16,0,2,0
16,1,2,0
16,0,3,3
16,1,3,0
16,0,4,0
16,1,4,0
16,0,5,0
16,1,5,2
16,0,6,0
16,1,6,2
16,0,7,1
16,1,7,1
16,0,8,0
16,1,8,0
16,0,9,4
16,1,9,0
17,0,1,0
17,1,1,0
17,0,2,0
17,1,2,0
17,0,3,4
17,1,3,1
17,0,4,0
17,1,4,0
17,0,5,0
17,1,5,1
17,0,6,2
17,1,6,0
17,0,7,0
17,1,7,0
17,0,8,0
17,1,8,0
17,0,9,0
17,1,9,0
18,0,1,1
18,1,1,4
18,0,2,1
18,1,2,0
18,0,3,0
18,1,3,0
18,0,4,0
18,1,4,0
18,0,5,0
18,1,5,0
18,0,6,0
18,1,6,0
18,0,7,0
18,1,7,0
18,0,8,0
18,1,8,0
18,0,9,0
18,1,9,0
19,0,1,0
19,1,1,0
19,0,2,4
19,1,2,0
19,0,3,4
19,1,3,0
19,0,4,0
19,1,4,0
19,0,5,0
19,1,5,0
19,0,6,0
19,1,6,0
19,0,7,2
19,1,7,0
19,0,8,0
19,1,8,0
19,0,9,0
19,1,9,0
20,0,1,0
20,1,1,1
20,0,2,2
20,1,2,0
20,0,3,4
20,1,3,2
20,0,4,0
20,1,4,0
20,0,5,0
20,1,5,0
20,0,6,0
20,1,6,5
20,0,7,0
20,1,7,0
20,0,8,0
20,1,8,0
20,0,9,3
20,1,9,0
21,0,1,2
21,1,1,1
21,0,2,0
21,1,2,1
21,0,3,1
21,1,3,0
21,0,4,0
21,1,4,3
21,0,5,1
21,1,5,0
21,0,6,0
21,1,6,0
21,0,7,0
21,1,7,0
21,0,8,0
21,1,8,0
21,0,9,0
21,1,9,0
22,0,1,0
22,1,1,0
22,0,2,0
22,1,2,4
22,0,3,1
22,1,3,0
22,0,4,0
22,1,4,0
22,0,5,0
22,1,5,4
22,0,6,0
22,1,6,0
22,0,7,0
22,1,7,1
22,0,8,0
22,1,8,0
22,0,9,0
22,1,9,0
23,0,1,2
23,1,1,0
23,0,2,0
23,1,2,0
23,0,3,0
23,1,3,1
23,0,4,1
23,1,4,0
23,0,5,3
23,1,5,0
23,0,6,0
23,1,6,0
23,0,7,0
23,1,7,0
23,0,8,1
23,1,8,1
23,0,9,2
23,1,9,0
24,0,1,0
24,1,1,0
24,0,2,0
24,1,2,0
24,0,3,1
24,1,3,2
24,0,4,0
24,1,4,0
24,0,5,3
24,1,5,0
24,0,6,0
24,1,6,0
24,0,7,0
24,1,7,0
24,0,8,2
24,1,8,0
24,0,9,1
24,1,9,1
25,0,1,0
25,1,1,0
25,0,2,0
25,1,2,1
25,0,3,0
25,1,3,0
25,0,4,0
25,1,4,2
25,0,5,0
25,1,5,0
25,0,6,0
25,1,6,0
25,0,7,0
25,1,7,0
25,0,8,3
25,1,8,0
25,0,9,0
25,1,9,0
25,0,10,0
25,1,10,1
26,0,1,0
26,1,1,0
26,0,2,0
26,1,2,0
26,0,3,1
26,1,3,0
26,0,4,2
26,1,4,0
26,0,5,0
26,1,5,0
26,0,6,0
26,1,6,1
26,0,7,0
26,1,7,0
26,0,8,0
26,1,8,0
26,0,9,0
26,1,9,2
26,0,10,2
26,1,10,1
27,0,1,1
27,1,1,0
27,0,2,0
27,1,2,0
27,0,3,1
27,1,3,0
27,0,4,0
27,1,4,0
27,0,5,0
27,1,5,0
27,0,6,1
27,1,6,1
27,0,7,0
27,1,7,0
27,0,8,0
27,1,8,0
27,0,9,1
27,1,9,1
29,0,1,0
29,1,1,0
29,0,2,0
29,1,2,0
29,0,3,0
29,1,3,0
29,0,4,0
29,1,4,1
29,0,5,0
29,1,5,0
29,0,6,1
29,1,6,0
29,0,7,0
29,1,7,1
29,0,8,1
29,1,8,0
29,0,9,0
29,1,9,0
29,0,10,2
29,1,10,0
30,0,1,3
30,1,1,0
30,0,2,0
30,1,2,0
30,0,3,0
30,1,3,0
30,0,4,4
30,1,4,3
30,0,5,2
30,1,5,0
30,0,6,1
30,1,6,3
30,0,7,0
30,1,7,0
30,0,8,0
30,1,8,0
30,0,9,1
30,1,9,0
31,0,1,1
31,1,1,0
31,0,2,0
31,1,2,0
31,0,3,3
31,1,3,0
31,0,4,0
31,1,4,0
31,0,5,0
31,1,5,0
31,0,6,0
31,1,6,0
31,0,7,1
31,1,7,0
31,0,8,0
31,1,8,0
31,0,9,1
31,1,9,0
32,0,1,1
32,1,1,0
32,0,2,3
32,1,2,1
32,0,3,0
32,1,3,1
32,0,4,0
32,1,4,0
32,0,5,2
32,1,5,0
32,0,6,0
32,1,6,0
32,0,7,1
32,1,7,0
32,0,8,0
32,1,8,0
32,0,9,0
32,1,9,0
33,0,1,2
33,1,1,0
33,0,2,0
33,1,2,0
33,0,3,0
33,1,3,0
33,0,4,0
33,1,4,0
33,0,5,2
33,1,5,1
33,0,6,0
33,1,6,2
33,0,7,0
33,1,7,1
33,0,8,0
33,1,8,0
33,0,9,0
33,1,9,0
33,0,10,0
33,1,10,0
33,0,11,4
33,1,11,0
34,0,1,0
34,1,1,1
34,0,2,1
34,1,2,0
34,0,3,0
34,1,3,2
34,0,4,0
34,1,4,1
34,0,5,0
34,1,5,0
34,0,6,0
34,1,6,0
34,0,7,0
34,1,7,0
34,0,8,0
34,1,8,2
34,0,9,0
34,1,9,0
35,0,1,0
35,1,1,0
35,0,2,1
35,1,2,0
35,0,3,0
35,1,3,1
35,0,4,0
35,1,4,1
35,0,5,0
35,1,5,0
35,0,6,1
35,1,6,1
35,0,7,1
35,1,7,0
35,0,8,0
35,1,8,0
35,0,9,0
35,1,9,0
35,0,10,0
35,1,10,0
35,0,11,0
35,1,11,0
35,0,12,0
35,1,12,0
35,0,13,0
35,1,13,1
36,0,1,0
36,1,1,0
36,0,2,0
36,1,2,0
36,0,3,0
36,1,3,1
36,0,4,0
36,1,4,0
36,0,5,0
36,1,5,0
36,0,6,0
36,1,6,1
36,0,7,0
36,1,7,0
36,0,8,2
36,1,8,6
36,0,9,0
36,1,9,0
37,0,1,0
37,1,1,0
37,0,2,2
37,1,2,0
37,0,3,2
37,1,3,0
37,0,4,0
37,1,4,0
37,0,5,2
37,1,5,0
37,0,6,0
37,1,6,0
37,0,7,0
37,1,7,1
37,0,8,1
37,1,8,0
37,0,9,0
37,1,9,0
38,0,1,0
38,1,1,0
38,0,2,0
38,1,2,0
38,0,3,0
38,1,3,0
38,0,4,0
38,1,4,0
38,0,5,0
38,1,5,0
38,0,6,0
38,1,6,3
38,0,7,0
38,1,7,0
38,0,8,0
38,1,8,0
38,0,9,0
38,1,9,0
39,0,1,0
39,1,1,0
39,0,2,0
39,1,2,0
39,0,3,0
39,1,3,0
39,0,4,0
39,1,4,0
39,0,5,0
39,1,5,0
39,0,6,0
39,1,6,0
39,0,7,0
39,1,7,0
39,0,8,1
39,1,8,0
39,0,9,0
39,1,9,0
40,0,1,3
40,1,1,0
40,0,2,0
40,1,2,0
40,0,3,0
40,1,3,2
40,0,4,0
40,1,4,0
40,0,5,0
40,1,5,0
40,0,6,2
40,1,6,0
40,0,7,0
40,1,7,0
40,0,8,0
40,1,8,2
40,0,9,0
40,1,9,1
40,0,10,0
40,1,10,1
41,0,1,0
41,1,1,0
41,0,2,0
41,1,2,0
41,0,3,0
41,1,3,0
41,0,4,0
41,1,4,1
41,0,5,0
41,1,5,0
41,0,6,0
41,1,6,0
41,0,7,0
41,1,7,0
41,0,8,3
41,1,8,0
41,0,9,0
41,1,9,0
42,0,1,0
42,1,1,1
42,0,2,0
42,1,2,1
42,0,3,3
42,1,3,0
42,0,4,0
42,1,4,0
42,0,5,0
42,1,5,0
42,0,6,0
42,1,6,3
42,0,7,0
42,1,7,0
42,0,8,0
42,1,8,0
42,0,9,0
42,1,9,0
43,0,1,0
43,1,1,3
43,0,2,0
43,1,2,1
43,0,3,0
43,1,3,0
43,0,4,0
43,1,4,4
43,0,5,0
43,1,5,1
43,0,6,0
43,1,6,2
43,0,7,1
43,1,7,0
43,0,8,0
43,1,8,0
43,0,9,2
43,1,9,0
44,0,1,0
44,1,1,0
44,0,2,0
44,1,2,0
44,0,3,0
44,1,3,0
44,0,4,3
44,1,4,0
44,0,5,2
44,1,5,0
44,0,6,1
44,1,6,0
44,0,7,0
44,1,7,0
44,0,8,0
44,1,8,0
44,0,9,0
44,1,9,1
45,0,1,0
45,1,1,2
45,0,2,0
45,1,2,1
45,0,3,0
45,1,3,1
45,0,4,0
45,1,4,2
45,0,5,1
45,1,5,1
45,0,6,0
45,1,6,1
45,0,7,1
45,1,7,0
45,0,8,2
45,1,8,0
45,0,9,0
45,1,9,0
46,0,1,0
46,1,1,1
46,0,2,1
46,1,2,0
46,0,3,0
46,1,3,1
46,0,4,0
46,1,4,1
46,0,5,0
46,1,5,0
46,0,6,0
46,1,6,0
46,0,7,1
46,1,7,0
46,0,8,0
46,1,8,0
46,0,9,1
46,1,9,1
47,0,1,0
47,1,1,1
47,0,2,0
47,1,2,1
47,0,3,2
47,1,3,2
47,0,4,1
47,1,4,0
47,0,5,1
47,1,5,2
47,0,6,1
47,1,6,3
47,0,7,0
47,1,7,0
47,0,8,0
47,1,8,1
47,0,9,0
47,1,9,0
48,0,1,0
48,1,1,0
48,0,2,4
48,1,2,0
48,0,3,1
48,1,3,0
48,0,4,0
48,1,4,0
48,0,5,0
48,1,5,0
48,0,6,0
48,1,6,2
48,0,7,1
48,1,7,2
48,0,8,0
48,1,8,1
48,0,9,0
48,1,9,0
49,0,1,0
49,1,1,0
49,0,2,0
49,1,2,2
49,0,3,1
49,1,3,0
49,0,4,1
49,1,4,4
49,0,5,0
49,1,5,1
49,0,6,0
49,1,6,0
49,0,7,0
49,1,7,0
49,0,8,1
49,1,8,0
49,0,9,0
49,1,9,0
50,0,1,0
50,1,1,1
50,0,2,2
50,1,2,0
50,0,3,0
50,1,3,0
50,0,4,0
50,1,4,0
50,0,5,0
50,1,5,0
50,0,6,0
50,1,6,2
50,0,7,3
50,1,7,0
50,0,8,1
50,1,8,0
50,0,9,0
50,1,9,0
51,0,1,2
51,1,1,0
51,0,2,1
51,1,2,0
51,0,3,0
51,1,3,0
51,0,4,0
51,1,4,0
51,0,5,0
51,1,5,1
51,0,6,0
51,1,6,0
51,0,7,1
51,1,7,0
51,0,8,0
51,1,8,0
51,0,9,0
51,1,9,0
52,0,1,0
52,1,1,0
52,0,2,0
52,1,2,3
52,0,3,0
52,1,3,0
52,0,4,0
52,1,4,2
52,0,5,0
52,1,5,2
52,0,6,0
52,1,6,0
52,0,7,2
52,1,7,0
52,0,8,0
52,1,8,0
52,0,9,0
52,1,9,0
53,0,1,1
53,1,1,0
53,0,2,0
53,1,2,0
53,0,3,0
53,1,3,0
53,0,4,0
53,1,4,0
53,0,5,4
53,1,5,0
53,0,6,0
53,1,6,5
53,0,7,0
53,1,7,1
53,0,8,2
53,1,8,0
53,0,9,1
53,1,9,0
54,0,1,0
54,1,1,0
54,0,2,0
54,1,2,0
54,0,3,0
54,1,3,0
54,0,4,0
54,1,4,0
54,0,5,4
54,1,5,1
54,0,6,0
54,1,6,0
54,0,7,0
54,1,7,0
54,0,8,1
54,1,8,0
54,0,9,2
54,1,9,0
55,0,1,2
55,1,1,2
55,0,2,0
55,1,2,0
55,0,3,0
55,1,3,4
55,0,4,0
55,1,4,0
55,0,5,2
55,1,5,0
55,0,6,0
55,1,6,0
55,0,7,0
55,1,7,0
55,0,8,0
55,1,8,1
55,0,9,0
55,1,9,0
56,0,1,0
56,1,1,1
56,0,2,0
56,1,2,0
56,0,3,0
56,1,3,0
56,0,4,0
56,1,4,2
56,0,5,0
56,1,5,0
56,0,6,2
56,1,6,0
56,0,7,0
56,1,7,0
56,0,8,0
56,1,8,0
56,0,9,1
56,1,9,0
56,0,10,1
56,1,10,0
57,0,1,0
57,1,1,4
57,0,2,3
57,1,2,0
57,0,3,1
57,1,3,0
57,0,4,1
57,1,4,3
57,0,5,0
57,1,5,2
57,0,6,0
57,1,6,1
57,0,7,0
57,1,7,1
57,0,8,1
57,1,8,0
57,0,9,0
57,1,9,0
58,0,1,0
58,1,1,3
58,0,2,0
58,1,2,0
58,0,3,1
58,1,3,1
58,0,4,2
58,1,4,0
58,0,5,0
58,1,5,0
58,0,6,2
58,1,6,0
58,0,7,0
58,1,7,0
58,0,8,0
58,1,8,3
58,0,9,0
58,1,9,0
59,0,1,0
59,1,1,1
59,0,2,0
59,1,2,0
59,0,3,0
59,1,3,0
59,0,4,0
59,1,4,0
59,0,5,0
59,1,5,0
59,0,6,0
59,1,6,0
59,0,7,0
59,1,7,0
59,0,8,3
59,1,8,0
59,0,9,0
59,1,9,4
60,0,1,0
60,1,1,0
60,0,2,0
60,1,2,0
60,0,3,0
60,1,3,0
60,0,4,0
60,1,4,3
60,0,5,0
60,1,5,0
60,0,6,1
60,1,6,3
60,0,7,0
60,1,7,0
60,0,8,0
60,1,8,0
60,0,9,0
60,1,9,0
61,0,1,0
61,1,1,2
61,0,2,3
61,1,2,0
61,0,3,0
61,1,3,0
61,0,4,0
61,1,4,0
61,0,5,0
61,1,5,0
61,0,6,0
61,1,6,0
61,0,7,0
61,1,7,1
61,0,8,0
61,1,8,0
61,0,9,0
61,1,9,0
61,0,10,0
61,1,10,1
62,0,1,2
62,1,1,0
62,0,2,0
62,1,2,0
62,0,3,1
62,1,3,1
62,0,4,0
62,1,4,0
62,0,5,0
62,1,5,1
62,0,6,0
62,1,6,1
62,0,7,5
62,1,7,0
62,0,8,3
62,1,8,0
62,0,9,0
62,1,9,0
63,0,1,0
63,1,1,0
63,0,2,0
63,1,2,3
63,0,3,0
63,1,3,1
63,0,4,0
63,1,4,0
63,0,5,0
63,1,5,0
63,0,6,1
63,1,6,0
63,0,7,0
63,1,7,0
63,0,8,0
63,1,8,0
63,0,9,2
63,1,9,0
64,0,1,2
64,1,1,0
64,0,2,0
64,1,2,0
64,0,3,1
64,1,3,2
64,0,4,0
64,1,4,0
64,0,5,0
64,1,5,0
64,0,6,0
64,1,6,0
64,0,7,0
64,1,7,1
64,0,8,0
64,1,8,1
64,0,9,0
64,1,9,0
65,0,1,1
65,1,1,0
65,0,2,0
65,1,2,0
65,0,3,0
65,1,3,0
65,0,4,0
65,1,4,3
65,0,5,0
65,1,5,0
65,0,6,0
65,1,6,0
65,0,7,0
65,1,7,1
65,0,8,0
65,1,8,0
65,0,9,0
65,1,9,0
66,0,1,1
66,1,1,0
66,0,2,0
66,1,2,0
66,0,3,0
66,1,3,0
66,0,4,0
66,1,4,2
66,0,5,0
66,1,5,0
66,0,6,0
66,1,6,0
66,0,7,0
66,1,7,0
66,0,8,0
66,1,8,0
66,0,9,4
66,1,9,0
67,0,1,0
67,1,1,0
67,0,2,1
67,1,2,0
67,0,3,0
67,1,3,0
67,0,4,0
67,1,4,4
67,0,5,0
67,1,5,2
67,0,6,0
67,1,6,0
67,0,7,0
67,1,7,1
67,0,8,0
67,1,8,0
67,0,9,0
67,1,9,0
68,0,1,0
68,1,1,2
68,0,2,4
68,1,2,0
68,0,3,0
68,1,3,0
68,0,4,1
68,1,4,1
68,0,5,0
68,1,5,0
68,0,6,0
68,1,6,4
68,0,7,1
68,1,7,1
68,0,8,0
68,1,8,4
68,0,9,1
68,1,9,0
69,0,1,0
69,1,1,1
69,0,2,1
69,1,2,0
69,0,3,0
69,1,3,0
69,0,4,0
69,1,4,0
69,0,5,1
69,1,5,0
69,0,6,0
69,1,6,0
69,0,7,0
69,1,7,0
69,0,8,1
69,1,8,0
69,0,9,0
69,1,9,0
70,0,1,1
70,1,1,0
70,0,2,0
70,1,2,0
70,0,3,0
70,1,3,0
70,0,4,0
70,1,4,0
70,0,5,0
70,1,5,1
70,0,6,0
70,1,6,1
70,0,7,0
70,1,7,1
70,0,8,0
70,1,8,0
70,0,9,2
70,1,9,0
70,0,10,0
70,1,10,0
70,0,11,0
70,1,11,0
70,0,12,0
70,1,12,0
70,0,13,0
70,1,13,0
70,0,14,0
70,1,14,0
70,0,15,0
70,1,15,1
71,0,1,0
71,1,1,0
71,0,2,0
71,1,2,3
71,0,3,0
71,1,3,1
71,0,4,0
71,1,4,0
71,0,5,0
71,1,5,0
71,0,6,4
71,1,6,0
71,0,7,0
71,1,7,0
71,0,8,0
71,1,8,0
71,0,9,0
71,1,9,0
71,0,10,0
71,1,10,1
72,0,1,2
72,1,1,0
72,0,2,0
72,1,2,0
72,0,3,0
72,1,3,0
72,0,4,1
72,1,4,2
72,0,5,0
72,1,5,0
72,0,6,0
72,1,6,2
72,0,7,1
72,1,7,2
72,0,8,1
72,1,8,0
72,0,9,0
72,1,9,0
73,0,1,3
73,1,1,0
73,0,2,0
73,1,2,0
73,0,3,0
73,1,3,0
73,0,4,0
73,1,4,0
73,0,5,3
73,1,5,0
73,0,6,0
73,1,6,1
73,0,7,1
73,1,7,1
73,0,8,0
73,1,8,0
73,0,9,1
73,1,9,0
74,0,1,0
74,1,1,0
74,0,2,0
74,1,2,0
74,0,3,2
74,1,3,0
74,0,4,0
74,1,4,1
74,0,5,0
74,1,5,0
74,0,6,0
74,1,6,2
74,0,7,0
74,1,7,0
74,0,8,0
74,1,8,1
74,0,9,0
74,1,9,0
75,0,1,0
75,1,1,1
75,0,2,1
75,1,2,0
75,0,3,0
75,1,3,1
75,0,4,0
75,1,4,0
75,0,5,0
75,1,5,1
75,0,6,0
75,1,6,0
75,0,7,0
75,1,7,0
75,0,8,0
75,1,8,0
75,0,9,0
75,1,9,0
76,0,1,0
76,1,1,2
76,0,2,0
76,1,2,0
76,0,3,1
76,1,3,0
76,0,4,0
76,1,4,1
76,0,5,0
76,1,5,0
76,0,6,0
76,1,6,0
76,0,7,0
76,1,7,0
76,0,8,2
76,1,8,0
76,0,9,0
76,1,9,0
76,0,10,2
76,1,10,0
77,0,1,2
77,1,1,0
77,0,2,0
77,1,2,0
77,0,3,0
77,1,3,0
77,0,4,0
77,1,4,0
77,0,5,0
77,1,5,0
77,0,6,1
77,1,6,4
77,0,7,1
77,1,7,0
77,0,8,0
77,1,8,0
77,0,9,0
77,1,9,2
78,0,1,0
78,1,1,0
78,0,2,0
78,1,2,2
78,0,3,0
78,1,3,1
78,0,4,0
78,1,4,0
78,0,5,0
78,1,5,0
78,0,6,1
78,1,6,0
78,0,7,0
78,1,7,0
78,0,8,0
78,1,8,1
78,0,9,0
78,1,9,0
79,0,1,0
79,1,1,0
79,0,2,4
79,1,2,0
79,0,3,0
79,1,3,0
79,0,4,0
79,1,4,0
79,0,5,2
79,1,5,0
79,0,6,1
79,1,6,0
79,0,7,0
79,1,7,0
79,0,8,0
79,1,8,0
79,0,9,1
79,1,9,0
80,0,1,0
80,1,1,0
80,0,2,1
80,1,2,1
80,0,3,0
80,1,3,2
80,0,4,1
80,1,4,0
80,0,5,0
80,1,5,1
80,0,6,0
80,1,6,1
80,0,7,0
80,1,7,0
80,0,8,0
80,1,8,0
80,0,9,0
80,1,9,0
81,0,1,4
81,1,1,0
81,0,2,0
81,1,2,0
81,0,3,0
81,1,3,0
81,0,4,1
81,1,4,1
81,0,5,0
81,1,5,1
81,0,6,0
81,1,6,1
81,0,7,0
81,1,7,0
81,0,8,1
81,1,8,0
81,0,9,2
81,1,9,1
82,0,1,3
82,1,1,0
82,0,2,0
82,1,2,0
82,0,3,1
82,1,3,0
82,0,4,0
82,1,4,0
82,0,5,1
82,1,5,0
82,0,6,0
82,1,6,2
82,0,7,0
82,1,7,0
82,0,8,0
82,1,8,0
82,0,9,0
82,1,9,1
83,0,1,0
83,1,1,0
83,0,2,0
83,1,2,0
83,0,3,0
83,1,3,0
83,0,4,0
83,1,4,0
83,0,5,0
83,1,5,0
83,0,6,0
83,1,6,0
83,0,7,0
83,1,7,0
83,0,8,0
83,1,8,0
83,0,9,0
83,1,9,1
84,0,1,0
84,1,1,1
84,0,2,0
84,1,2,0
84,0,3,1
84,1,3,2
84,0,4,0
84,1,4,0
84,0,5,0
84,1,5,0
84,0,6,0
84,1,6,0
84,0,7,0
84,1,7,0
84,0,8,0
84,1,8,0
84,0,9,0
84,1,9,0
85,0,1,4
85,1,1,1
85,0,2,0
85,1,2,0
85,0,3,0
85,1,3,0
85,0,4,2
85,1,4,0
85,0,5,0
85,1,5,1
85,0,6,0
85,1,6,0
85,0,7,1
85,1,7,0
85,0,8,0
85,1,8,1
85,0,9,0
85,1,9,0
86,0,1,0
86,1,1,3
86,0,2,0
86,1,2,3
86,0,3,0
86,1,3,1
86,0,4,0
86,1,4,0
86,0,5,1
86,1,5,0
86,0,6,0
86,1,6,0
86,0,7,1
86,1,7,0
86,0,8,0
86,1,8,1
86,0,9,0
86,1,9,0
87,0,1,0
87,1,1,0
87,0,2,0
87,1,2,1
87,0,3,0
87,1,3,0
87,0,4,0
87,1,4,0
87,0,5,0
87,1,5,0
87,0,6,0
87,1,6,0
87,0,7,0
87,1,7,0
87,0,8,1
87,1,8,0
87,0,9,0
87,1,9,0
87,0,10,0
87,1,10,0
87,0,11,0
87,1,11,1
88,0,1,0
88,1,1,0
88,0,2,1
88,1,2,0
88,0,3,0
88,1,3,0
88,0,4,0
88,1,4,1
88,0,5,0
88,1,5,3
88,0,6,2
88,1,6,0
88,0,7,0
88,1,7,0
88,0,8,0
88,1,8,0
88,0,9,0
88,1,9,0
89,0,1,3
89,1,1,5
89,0,2,0
89,1,2,0
89,0,3,0
89,1,3,0
89,0,4,2
89,1,4,1
89,0,5,0
89,1,5,0
89,0,6,0
89,1,6,0
89,0,7,0
89,1,7,1
89,0,8,0
89,1,8,0
89,0,9,0
89,1,9,0
90,0,1,0
90,1,1,3
90,0,2,0
90,1,2,0
90,0,3,1
90,1,3,0
90,0,4,1
90,1,4,0
90,0,5,0
90,1,5,0
90,0,6,0
90,1,6,1
90,0,7,0
90,1,7,0
90,0,8,0
90,1,8,3
90,0,9,0
90,1,9,0
91,0,1,2
91,1,1,0
91,0,2,0
91,1,2,1
91,0,3,0
91,1,3,0
91,0,4,0
91,1,4,1
91,0,5,0
91,1,5,3
91,0,6,0
91,1,6,0
91,0,7,4
91,1,7,0
91,0,8,0
91,1,8,0
91,0,9,0
91,1,9,0
92,0,1,2
92,1,1,0
92,0,2,0
92,1,2,0
92,0,3,0
92,1,3,0
92,0,4,0
92,1,4,1
92,0,5,1
92,1,5,1
92,0,6,1
92,1,6,0
92,0,7,0
92,1,7,2
92,0,8,0
92,1,8,0
92,0,9,1
92,1,9,0
93,0,1,0
93,1,1,0
93,0,2,0
93,1,2,0
93,0,3,0
93,1,3,0
93,0,4,0
93,1,4,1
93,0,5,1
93,1,5,0
93,0,6,0
93,1,6,1
93,0,7,0
93,1,7,1
93,0,8,0
93,1,8,0
93,0,9,0
93,1,9,0
94,0,1,0
94,1,1,0
94,0,2,0
94,1,2,0
94,0,3,0
94,1,3,0
94,0,4,0
94,1,4,1
94,0,5,3
94,1,5,0
94,0,6,0
94,1,6,1
94,0,7,0
94,1,7,0
94,0,8,0
94,1,8,3
94,0,9,0
94,1,9,0
95,0,1,0
95,1,1,1
95,0,2,4
95,1,2,0
95,0,3,0
95,1,3,0
95,0,4,0
95,1,4,0
95,0,5,1
95,1,5,1
95,0,6,0
95,1,6,0
95,0,7,0
95,1,7,0
95,0,8,3
95,1,8,0
95,0,9,0
95,1,9,0
96,0,1,0
96,1,1,0
96,0,2,0
