year,team_id,game_id,league_id,level_id,split_id,pa,ab,h,k,tb,s,d,t,hr,sb,cs,rbi,r,bb,ibb,hp,sh,sf,ci,gdp,g,gs,ebh,pitches_seen,avg,obp,slg,rc,rc27,iso,woba,ops,sbp,ws,kp,bbp,wpa,babip
0,0,0,0,0,0,92282,83380,21325,18336,33716,14290,4183,348,2504,1428,513,0,10525,7534,0,698,0,670,0,0,2432,0,7035,0,0.2558,0.3203,0.4044,11628.4519,4.9649,0.1486,0.3207,0.7247,73.5703,0.0000,19.8695,8.1641,0.0000,0.2978
0,0,0,0,0,0,91183,82690,20768,18374,32126,14148,4039,424,2157,1265,494,0,9730,7106,0,838,0,549,0,0,2430,0,6620,0,0.2512,0.3149,0.3885,10872.9865,4.6624,0.1374,0.3124,0.7034,71.9159,0.0000,20.1507,7.7931,0.0000,0.2968
0,0,0,0,0,0,91723,83123,21033,18245,32428,14350,4132,390,2161,1394,492,0,10161,7091,0,830,0,679,0,0,2430,0,6683,0,0.2530,0.3157,0.3901,11036.0867,4.7102,0.1371,0.3149,0.7058,73.9130,0.0000,19.8914,7.7309,0.0000,0.2977
0,0,0,0,0,0,90840,82491,20562,19196,31560,14073,4005,459,2025,1370,543,0,9600,6929,0,822,0,598,0,0,2430,0,6489,0,0.2493,0.3117,0.3826,10576.8789,4.5279,0.1333,0.3102,0.6943,71.6153,0.0000,21.1317,7.6277,0.0000,0.2996
0,0,0,0,0,0,91366,82836,21159,18281,34145,13900,4166,459,2634,1185,533,0,10651,7047,0,826,0,657,0,0,2428,0,7259,0,0.2554,0.3178,0.4122,11587.8195,4.9767,0.1568,0.3194,0.7300,68.9756,0.0000,20.0085,7.7129,0.0000,0.2960
0,0,0,0,0,0,91029,82652,20947,19165,32808,14116,4076,480,2275,1320,531,0,9996,7026,0,776,0,575,0,0,2430,0,6831,0,0.2534,0.3158,0.3969,11104.4056,4.7734,0.1435,0.3131,0.7128,71.3128,0.0000,21.0537,7.7184,0.0000,0.3022
0,0,0,0,0,0,91668,82926,21299,19096,35054,13821,4154,371,2953,1149,448,0,10970,7365,0,770,0,607,0,0,2428,0,7478,0,0.2568,0.3211,0.4227,12041.8383,5.1870,0.1659,0.3225,0.7438,71.9474,0.0000,20.8317,8.0344,0.0000,0.2984
0,0,0,0,0,0,91846,82635,20977,19886,34052,13718,4100,502,2657,1388,553,0,10774,7723,0,881,0,607,0,0,2428,0,7259,0,0.2539,0.3221,0.4121,11797.0505,5.0705,0.1582,0.3194,0.7341,71.5095,0.0000,21.6515,8.4086,0.0000,0.3018
0,0,0,0,0,0,92317,83034,21230,19794,35602,13532,4194,334,3170,1272,458,0,11443,7785,0,884,0,614,0,0,2430,0,7698,0,0.2557,0.3239,0.4288,12385.4773,5.3185,0.1731,0.3243,0.7526,73.5260,0.0000,21.4413,8.4329,0.0000,0.2976
0,0,0,0,0,0,92010,82533,20985,20310,34915,13386,4203,461,2935,1255,476,0,11139,8044,0,879,0,554,0,0,2430,0,7599,0,0.2543,0.3251,0.4230,12211.5642,5.2688,0.1688,0.3232,0.7481,72.5014,0.0000,22.0737,8.7425,0.0000,0.3016
0,0,0,0,0,0,91976,82710,20616,20206,34368,13054,4272,390,2900,1259,468,0,10999,7637,0,1003,0,626,0,0,2430,0,7562,0,0.2493,0.3181,0.4155,11766.9103,5.0280,0.1663,0.3195,0.7336,72.9010,0.0000,21.9688,8.3033,0.0000,0.2941
0,0,0,0,0,0,92299,82722,20404,21001,33366,13269,3993,457,2685,1215,490,0,10631,8049,0,919,0,609,0,0,2432,0,7135,0,0.2467,0.3182,0.4034,11467.2358,4.8822,0.1567,0.3155,0.7216,71.2610,0.0000,22.7532,8.7206,0.0000,0.2971
