game_id,league_id,home_team,away_team,attendance,date,time,game_type,played,dh,innings,runs0,runs1,hits0,hits1,errors0,errors1,winning_pitcher,losing_pitcher,save_pitcher,starter0,starter1
4200,152,179,162,0,"2019-8-10",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4201,152,171,181,0,"2019-8-10",1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4202,152,184,175,0,"2019-8-10",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4203,152,180,178,0,"2019-8-10",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4204,152,185,174,0,"2019-8-10",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4205,152,183,177,0,"2019-8-10",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4206,152,172,182,0,"2019-8-11",1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4207,152,171,181,0,"2019-8-11",1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4208,152,185,174,0,"2019-8-11",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4209,152,179,162,0,"2019-8-11",1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4210,152,173,186,0,"2019-8-11",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4211,152,184,175,0,"2019-8-11",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4212,152,180,178,0,"2019-8-11",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4213,152,183,177,0,"2019-8-11",1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4214,152,172,182,0,"2019-8-12",1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4215,152,173,186,0,"2019-8-12",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4216,152,179,162,0,"2019-8-12",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4217,152,171,181,0,"2019-8-12",1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4218,152,184,175,0,"2019-8-12",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4219,152,180,178,0,"2019-8-12",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4220,152,185,174,0,"2019-8-12",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4221,152,183,177,0,"2019-8-12",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4222,152,179,162,0,"2019-8-13",1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4223,152,171,181,0,"2019-8-13",1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4224,152,172,182,0,"2019-8-13",1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4225,152,173,186,0,"2019-8-13",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4226,152,184,175,0,"2019-8-13",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4227,152,180,178,0,"2019-8-13",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4228,152,185,174,0,"2019-8-13",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4229,152,183,177,0,"2019-8-13",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4230,152,175,173,0,"2019-8-15",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4231,152,177,171,0,"2019-8-15",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4232,152,178,172,0,"2019-8-15",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4233,152,174,179,0,"2019-8-15",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4234,152,181,180,0,"2019-8-15",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4235,152,186,185,0,"2019-8-15",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4236,152,162,184,0,"2019-8-15",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4237,152,182,183,0,"2019-8-15",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4238,152,175,173,0,"2019-8-16",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4239,152,177,171,0,"2019-8-16",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4240,152,178,172,0,"2019-8-16",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4241,152,174,179,0,"2019-8-16",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4242,152,181,180,0,"2019-8-16",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4243,152,186,185,0,"2019-8-16",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4244,152,162,184,0,"2019-8-16",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4245,152,182,183,0,"2019-8-16",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4246,152,175,173,0,"2019-8-17",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4247,152,177,171,0,"2019-8-17",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4248,152,178,172,0,"2019-8-17",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4249,152,174,179,0,"2019-8-17",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4250,152,181,180,0,"2019-8-17",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4251,152,186,185,0,"2019-8-17",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4252,152,162,184,0,"2019-8-17",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4253,152,182,183,0,"2019-8-17",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4254,152,181,180,0,"2019-8-18",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4255,152,177,171,0,"2019-8-18",1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4256,152,186,185,0,"2019-8-18",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4257,152,182,183,0,"2019-8-18",1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4258,152,175,173,0,"2019-8-18",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4259,152,178,172,0,"2019-8-18",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4260,152,174,179,0,"2019-8-18",1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4261,152,162,184,0,"2019-8-18",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4262,152,172,179,0,"2019-8-19",1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4263,152,177,175,0,"2019-8-19",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4264,152,173,174,0,"2019-8-19",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4265,152,171,178,0,"2019-8-19",1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4266,152,180,183,0,"2019-8-19",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4267,152,185,184,0,"2019-8-19",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4268,152,162,186,0,"2019-8-19",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4269,152,182,181,0,"2019-8-19",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4270,152,172,179,0,"2019-8-20",1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4271,152,177,175,0,"2019-8-20",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4272,152,173,174,0,"2019-8-20",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4273,152,171,178,0,"2019-8-20",1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4274,152,180,183,0,"2019-8-20",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4275,152,185,184,0,"2019-8-20",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4276,152,162,186,0,"2019-8-20",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4277,152,182,181,0,"2019-8-20",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4278,152,172,179,0,"2019-8-21",1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4279,152,177,175,0,"2019-8-21",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4280,152,173,174,0,"2019-8-21",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4281,152,171,178,0,"2019-8-21",1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4282,152,180,183,0,"2019-8-21",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4283,152,185,184,0,"2019-8-21",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4284,152,162,186,0,"2019-8-21",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4285,152,182,181,0,"2019-8-21",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4286,152,171,178,0,"2019-8-22",1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4287,152,172,179,0,"2019-8-22",1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4288,152,173,174,0,"2019-8-22",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4289,152,177,175,0,"2019-8-22",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4290,152,184,183,0,"2019-8-22",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4291,152,180,185,0,"2019-8-22",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4292,152,186,181,0,"2019-8-22",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4293,152,182,162,0,"2019-8-22",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4294,152,175,172,0,"2019-8-23",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4295,152,178,173,0,"2019-8-23",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4296,152,177,179,0,"2019-8-23",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4297,152,171,174,0,"2019-8-23",1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4298,152,184,183,0,"2019-8-23",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4299,152,180,185,0,"2019-8-23",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300,152,186,181,0,"2019-8-23",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4301,152,182,162,0,"2019-8-23",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4302,152,177,179,0,"2019-8-24",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4303,152,175,172,0,"2019-8-24",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4304,152,178,173,0,"2019-8-24",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4305,152,171,174,0,"2019-8-24",1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4306,152,184,183,0,"2019-8-24",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4307,152,180,185,0,"2019-8-24",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4308,152,186,181,0,"2019-8-24",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4309,152,182,162,0,"2019-8-24",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4310,152,171,174,0,"2019-8-25",1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4311,152,177,179,0,"2019-8-25",1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4312,152,186,181,0,"2019-8-25",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4313,152,182,162,0,"2019-8-25",1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4314,152,175,172,0,"2019-8-25",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4315,152,178,173,0,"2019-8-25",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4316,152,184,183,0,"2019-8-25",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4317,152,180,185,0,"2019-8-25",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4318,152,172,177,0,"2019-8-26",1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4319,152,175,178,0,"2019-8-26",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4320,152,173,171,0,"2019-8-26",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4321,152,179,174,0,"2019-8-26",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4322,152,184,162,0,"2019-8-26",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4323,152,180,181,0,"2019-8-26",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4324,152,185,186,0,"2019-8-26",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4325,152,183,182,0,"2019-8-26",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4326,152,172,177,0,"2019-8-27",1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4327,152,175,178,0,"2019-8-27",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4328,152,173,171,0,"2019-8-27",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4329,152,179,174,0,"2019-8-27",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4330,152,184,162,0,"2019-8-27",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4331,152,180,181,0,"2019-8-27",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4332,152,185,186,0,"2019-8-27",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4333,152,183,182,0,"2019-8-27",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4334,152,172,177,0,"2019-8-28",1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4335,152,175,178,0,"2019-8-28",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4336,152,173,171,0,"2019-8-28",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,152,179,174,0,"2019-8-28",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4338,152,184,162,0,"2019-8-28",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4339,152,180,181,0,"2019-8-28",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4340,152,185,186,0,"2019-8-28",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4341,152,183,182,0,"2019-8-28",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4342,152,172,177,0,"2019-8-29",1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4343,152,175,178,0,"2019-8-29",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4344,152,173,171,0,"2019-8-29",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4345,152,179,174,0,"2019-8-29",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4346,152,184,162,0,"2019-8-29",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4347,152,180,181,0,"2019-8-29",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4348,152,185,186,0,"2019-8-29",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4349,152,183,182,0,"2019-8-29",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4350,152,174,178,0,"2019-8-30",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4351,152,173,172,0,"2019-8-30",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4352,152,179,175,0,"2019-8-30",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4353,152,171,177,0,"2019-8-30",1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4354,152,181,186,0,"2019-8-30",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4355,152,185,180,0,"2019-8-30",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4356,152,162,182,0,"2019-8-30",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4357,152,183,184,0,"2019-8-30",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4358,153,194,189,0,"2019-5-31",1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4359,153,192,197,0,"2019-5-31",1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4360,153,187,191,0,"2019-5-31",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4361,153,195,188,0,"2019-5-31",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4362,153,196,193,0,"2019-5-31",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4363,153,198,190,0,"2019-5-31",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4364,153,194,189,0,"2019-6-1",1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4365,153,187,191,0,"2019-6-1",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4366,153,195,188,0,"2019-6-1",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4367,153,198,190,0,"2019-6-1",1845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4368,153,192,197,0,"2019-6-1",1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4369,153,196,193,0,"2019-6-1",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4370,153,192,197,0,"2019-6-2",1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4371,153,195,188,0,"2019-6-2",1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4372,153,196,193,0,"2019-6-2",1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4373,153,194,189,0,"2019-6-2",1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4374,153,187,191,0,"2019-6-2",1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4375,153,198,190,0,"2019-6-2",1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4376,153,198,190,0,"2019-6-3",945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4377,153,196,194,0,"2019-6-3",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4378,153,196,194,0,"2019-6-4",1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4379,153,191,190,0,"2019-6-4",1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4380,153,197,187,0,"2019-6-4",1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4381,153,189,195,0,"2019-6-4",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4382,153,193,198,0,"2019-6-4",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4383,153,188,192,0,"2019-6-4",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4384,153,196,194,0,"2019-6-5",1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385,153,191,190,0,"2019-6-5",1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386,153,197,187,0,"2019-6-5",1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4387,153,189,195,0,"2019-6-5",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4388,153,193,198,0,"2019-6-5",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4389,153,188,192,0,"2019-6-5",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4390,153,189,195,0,"2019-6-6",1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4391,153,191,190,0,"2019-6-6",1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4392,153,197,187,0,"2019-6-6",1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4393,153,193,198,0,"2019-6-6",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4394,153,188,192,0,"2019-6-6",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4395,153,191,195,0,"2019-6-7",1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4396,153,189,190,0,"2019-6-7",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4397,153,194,193,0,"2019-6-7",1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4398,153,192,196,0,"2019-6-7",1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4399,153,188,187,0,"2019-6-7",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4400,153,198,197,0,"2019-6-7",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4401,153,194,193,0,"2019-6-8",1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4402,153,191,195,0,"2019-6-8",1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4403,153,188,187,0,"2019-6-8",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4404,153,189,190,0,"2019-6-8",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4405,153,198,197,0,"2019-6-8",1845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4406,153,192,196,0,"2019-6-8",1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4407,151,176,168,0,"2019-6-19",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4408,151,161,165,0,"2019-6-19",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4409,151,166,169,0,"2019-6-19",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4410,151,159,164,0,"2019-6-19",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4411,151,157,160,0,"2019-6-19",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4412,151,166,169,0,"2019-6-20",1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4413,151,157,160,0,"2019-6-20",1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4414,151,176,168,0,"2019-6-20",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4415,151,163,167,0,"2019-6-20",1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4416,151,170,158,0,"2019-6-20",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4417,151,161,165,0,"2019-6-20",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4418,151,159,164,0,"2019-6-20",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4419,151,163,169,0,"2019-6-21",1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4420,151,170,160,0,"2019-6-21",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4421,151,176,165,0,"2019-6-21",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4422,151,161,164,0,"2019-6-21",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4423,151,166,167,0,"2019-6-21",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4424,151,159,168,0,"2019-6-21",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4425,151,157,158,0,"2019-6-21",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4426,151,176,165,0,"2019-6-22",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4427,151,166,167,0,"2019-6-22",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4428,151,159,168,0,"2019-6-22",1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4429,151,161,164,0,"2019-6-22",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4430,151,163,169,0,"2019-6-22",1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4431,151,170,160,0,"2019-6-22",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4432,151,157,158,0,"2019-6-22",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4433,151,176,165,0,"2019-6-23",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4434,151,161,164,0,"2019-6-23",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4435,151,166,167,0,"2019-6-23",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4436,151,159,168,0,"2019-6-23",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4437,151,157,158,0,"2019-6-23",1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4438,151,170,160,0,"2019-6-23",1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4439,151,163,169,0,"2019-6-23",1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4440,151,167,158,0,"2019-6-24",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4441,151,168,169,0,"2019-6-24",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4442,151,164,163,0,"2019-6-24",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4443,151,165,166,0,"2019-6-24",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4444,151,159,176,0,"2019-6-24",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4445,151,157,170,0,"2019-6-24",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4446,151,160,161,0,"2019-6-24",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4447,151,160,161,0,"2019-6-25",1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4448,151,164,163,0,"2019-6-25",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4449,151,167,158,0,"2019-6-25",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4450,151,168,169,0,"2019-6-25",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4451,151,165,166,0,"2019-6-25",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4452,151,159,176,0,"2019-6-25",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4453,151,157,170,0,"2019-6-25",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4454,151,167,159,0,"2019-6-26",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4455,151,169,170,0,"2019-6-26",1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4456,151,163,166,0,"2019-6-26",1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4457,151,168,157,0,"2019-6-26",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4458,151,164,165,0,"2019-6-26",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4459,151,161,176,0,"2019-6-26",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4460,151,158,160,0,"2019-6-26",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4461,151,167,159,0,"2019-6-27",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4462,151,169,170,0,"2019-6-27",1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4463,151,163,166,0,"2019-6-27",1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4464,151,168,157,0,"2019-6-27",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4465,151,164,165,0,"2019-6-27",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4466,151,161,176,0,"2019-6-27",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
