year,team_id,league_id,sub_league_id,level_id,split_id,position,g,gs,tc,a,po,e,dp,tp,pb,sba,rto,er,ip,ipf,pct,range,rtop,cera,zr,plays,plays_base,roe,eff,opps_0,opps_made_0,opps_1,opps_made_1,opps_2,opps_made_2,opps_3,opps_made_3,opps_4,opps_made_4,opps_5,opps_made_5
1887,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1887,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1888,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1888,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1889,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1889,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1890,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1890,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1891,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1891,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1892,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1892,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1893,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1893,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1894,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1894,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1895,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1895,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1896,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1896,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1897,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1897,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1898,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1898,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1899,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1899,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1900,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1900,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1901,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1901,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1902,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1902,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1903,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1903,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1904,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1904,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1905,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1905,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1906,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1906,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1907,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1907,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1908,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1908,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1909,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1909,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1910,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1910,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1911,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1911,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1912,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1912,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1913,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1913,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1914,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1914,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1915,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1915,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1916,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1916,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1917,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1917,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1918,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1918,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1919,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1919,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1920,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1920,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1921,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1921,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1922,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1922,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1923,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1923,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1924,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1924,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1925,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1925,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1926,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1926,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1927,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1927,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1928,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1928,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1929,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1929,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1930,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1930,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1931,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1931,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1932,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1932,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1933,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1933,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1934,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1934,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1935,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1935,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1936,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1936,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
